NAME,DESCRIPTION,GENE_SYMBOL,GENE_TITLE,SCORE
RNF115,RNF115,null,null,0.017284421
TRIP12,TRIP12,null,null,0.017262978
WDR61,WDR61,null,null,0.017262552
REL,REL,null,null,0.017252458
BCR,BCR,null,null,0.01724175
CC2D1A,CC2D1A,null,null,0.017206552
PAIP1,PAIP1,null,null,0.01720445
RPS19BP1,RPS19BP1,null,null,0.017175503
PBK,PBK,null,null,0.017174134
METTL9,METTL9,null,null,0.017132405
PDE4DIP,PDE4DIP,null,null,0.017122684
MARK2,MARK2,null,null,0.017082362
OSGEP,OSGEP,null,null,0.017078532
ATP13A2,ATP13A2,null,null,0.017065827
PDCD5,PDCD5,null,null,0.017062554
MED10,MED10,null,null,0.017047534
TMED8,TMED8,null,null,0.017044576
RANBP2,RANBP2,null,null,0.017032746
MARCKS,MARCKS,null,null,0.01702711
LSG1,LSG1,null,null,0.017022977
ATP8B1,ATP8B1,null,null,0.01700733
VIRMA,VIRMA,null,null,0.01700437
CDC25A,CDC25A,null,null,0.016989464
DCAF12,DCAF12,null,null,0.016985996
BAZ1A,BAZ1A,null,null,0.016959967
PBRM1,PBRM1,null,null,0.016954627
JAZF1,JAZF1,null,null,0.016906502
NBEAL2,NBEAL2,null,null,0.016901966
DAZAP1,DAZAP1,null,null,0.016893888
CNOT1,CNOT1,null,null,0.016887985
BUB3,BUB3,null,null,0.016878026
AHCTF1,AHCTF1,null,null,0.016861597
SNRPD2,SNRPD2,null,null,0.016845552
BCL2L12,BCL2L12,null,null,0.01680598
TNFAIP8,TNFAIP8,null,null,0.016775846
P4HB,P4HB,null,null,0.016757935
Sep-02,Sep-02,null,null,0.016749468
RPL8,RPL8,null,null,0.016739264
ADD3,ADD3,null,null,0.016694989
POLR2E,POLR2E,null,null,0.01666834
PHF3,PHF3,null,null,0.016656715
MTA3,MTA3,null,null,0.016655294
RAB14,RAB14,null,null,0.01664753
NGLY1,NGLY1,null,null,0.016639588
COG2,COG2,null,null,0.01662764
UBR3,UBR3,null,null,0.016624037
CD79A,CD79A,null,null,0.01662358
HDHD5,HDHD5,null,null,0.01659093
SCAF1,SCAF1,null,null,0.016590903
PFDN2,PFDN2,null,null,0.01658775
NME7,NME7,null,null,0.016540226
ARFGEF2,ARFGEF2,null,null,0.016534258
YIPF3,YIPF3,null,null,0.016521532
ZNF557,ZNF557,null,null,0.01651908
CAST,CAST,null,null,0.016517568
PPIP5K2,PPIP5K2,null,null,0.016516501
UBE3B,UBE3B,null,null,0.01650804
UBE2D3,UBE2D3,null,null,0.016498728
TREX1,TREX1,null,null,0.016487716
CFAP410,CFAP410,null,null,0.01648654
TRAM2,TRAM2,null,null,0.016484952
NFE2L2,NFE2L2,null,null,0.016471274
C1orf174,C1orf174,null,null,0.016456755
USF3,USF3,null,null,0.01644448
ZNF367,ZNF367,null,null,0.016428782
TOMM70,TOMM70,null,null,0.016421929
MYBBP1A,MYBBP1A,null,null,0.016391866
RPL5,RPL5,null,null,0.016387342
UVRAG,UVRAG,null,null,0.016384283
ZFYVE19,ZFYVE19,null,null,0.016380282
PISD,PISD,null,null,0.016365692
R3HDM2,R3HDM2,null,null,0.016335469
NUGGC,NUGGC,null,null,0.016335111
ELMO2,ELMO2,null,null,0.016314737
USP47,USP47,null,null,0.016304528
FRYL,FRYL,null,null,0.016291099
TOMM20,TOMM20,null,null,0.016276289
ZBTB7C,ZBTB7C,null,null,0.016255138
NUP50,NUP50,null,null,0.016253935
COX7C,COX7C,null,null,0.016218135
C4orf48,C4orf48,null,null,0.01620201
TUBA1C,TUBA1C,null,null,0.016180467
TSEN54,TSEN54,null,null,0.016163582
EED,EED,null,null,0.016118439
TPD52L2,TPD52L2,null,null,0.016112447
MARF1,MARF1,null,null,0.016098201
SNX29,SNX29,null,null,0.016084705
UBA6,UBA6,null,null,0.016074631
MAP3K20,MAP3K20,null,null,0.016073339
TANC2,TANC2,null,null,0.016068587
RSRC2,RSRC2,null,null,0.016060282
TAMM41,TAMM41,null,null,0.01605207
GALK2,GALK2,null,null,0.01603972
TOB2,TOB2,null,null,0.015982531
TNFSF9,TNFSF9,null,null,0.01596152
ZKSCAN5,ZKSCAN5,null,null,0.015951296
ATXN3,ATXN3,null,null,0.015950818
CLK4,CLK4,null,null,0.015899898
GLRX3,GLRX3,null,null,0.015893232
AP3B1,AP3B1,null,null,0.015874542
PRKAR1A,PRKAR1A,null,null,0.015849171
ZNF17,ZNF17,null,null,0.015845146
KBTBD2,KBTBD2,null,null,0.015841864
SNIP1,SNIP1,null,null,0.015824638
CCNT1,CCNT1,null,null,0.015824048
TRAM1,TRAM1,null,null,0.015810996
AHCYL1,AHCYL1,null,null,0.015791282
LANCL1,LANCL1,null,null,0.015770925
TDP1,TDP1,null,null,0.015757732
TGFBR1,TGFBR1,null,null,0.015755812
CNOT6L,CNOT6L,null,null,0.015732285
TSC1,TSC1,null,null,0.015724434
CARMIL2,CARMIL2,null,null,0.01572154
RPL13,RPL13,null,null,0.01570235
ZNF75A,ZNF75A,null,null,0.01569943
LSM5,LSM5,null,null,0.015698152
ZNF593,ZNF593,null,null,0.015694281
OSBPL9,OSBPL9,null,null,0.01569089
ZNF23,ZNF23,null,null,0.015639
PIK3R1,PIK3R1,null,null,0.015630433
ATPAF1,ATPAF1,null,null,0.01562031
OTUD7B,OTUD7B,null,null,0.015608436
DYRK1A,DYRK1A,null,null,0.015588294
ORC1,ORC1,null,null,0.015522684
PTGES2,PTGES2,null,null,0.015511591
SPSB3,SPSB3,null,null,0.015507905
DCAF8,DCAF8,null,null,0.015478917
ACP2,ACP2,null,null,0.01545416
BNIP2,BNIP2,null,null,0.015428833
RRP36,RRP36,null,null,0.015415653
AC091021.1,AC091021.1,null,null,0.015402589
NELFE,NELFE,null,null,0.015397851
NFAT5,NFAT5,null,null,0.015384569
SLC7A5,SLC7A5,null,null,0.015383645
PCF11,PCF11,null,null,0.015358986
SLC35B1,SLC35B1,null,null,0.01535116
TBC1D10C,TBC1D10C,null,null,0.015338711
GLG1,GLG1,null,null,0.015331711
KDM4C,KDM4C,null,null,0.015323105
HAUS3,HAUS3,null,null,0.015316414
SLC15A4,SLC15A4,null,null,0.015290096
TMEM238,TMEM238,null,null,0.015284462
TNFRSF10B,TNFRSF10B,null,null,0.015274542
B3GALT6,B3GALT6,null,null,0.01524482
RAF1,RAF1,null,null,0.015240091
RTCA,RTCA,null,null,0.015235879
EVI5L,EVI5L,null,null,0.015193629
NDUFS2,NDUFS2,null,null,0.015170704
DGKA,DGKA,null,null,0.01515795
PTPN9,PTPN9,null,null,0.015120701
FASTKD2,FASTKD2,null,null,0.01509139
ARHGEF18,ARHGEF18,null,null,0.015080455
CCDC47,CCDC47,null,null,0.015070182
CREB1,CREB1,null,null,0.015069918
PPM1B,PPM1B,null,null,0.015048869
RMC1,RMC1,null,null,0.01503803
CDAN1,CDAN1,null,null,0.015036773
FAM122B,FAM122B,null,null,0.015023096
ACAD11,ACAD11,null,null,0.015020977
RIOX1,RIOX1,null,null,0.015020817
DNAAF5,DNAAF5,null,null,0.015008057
NISCH,NISCH,null,null,0.014984537
RFC2,RFC2,null,null,0.014984164
PRKACB,PRKACB,null,null,0.014979066
ACOT2,ACOT2,null,null,0.014975773
EIF6,EIF6,null,null,0.014972035
LRIG2,LRIG2,null,null,0.01497015
INTS10,INTS10,null,null,0.014942678
HMGN2,HMGN2,null,null,0.014934478
IMP4,IMP4,null,null,0.014915071
MEF2C,MEF2C,null,null,0.014910967
ZNF316,ZNF316,null,null,0.014910652
NRDE2,NRDE2,null,null,0.014910214
HMGN4,HMGN4,null,null,0.014895673
RAB11FIP3,RAB11FIP3,null,null,0.014861943
PCNP,PCNP,null,null,0.014859383
PRKAR2A,PRKAR2A,null,null,0.014846332
RBM33,RBM33,null,null,0.014824051
MAP3K11,MAP3K11,null,null,0.014821498
GPR18,GPR18,null,null,0.014819291
LAMC1,LAMC1,null,null,0.014799641
MIA3,MIA3,null,null,0.014758086
MEIS2,MEIS2,null,null,0.014738862
LARGE1,LARGE1,null,null,0.014733028
CSNK2A1,CSNK2A1,null,null,0.014730033
RETSAT,RETSAT,null,null,0.014721067
JADE3,JADE3,null,null,0.014705301
PPM1G,PPM1G,null,null,0.014683678
MCFD2,MCFD2,null,null,0.014647254
SCAMP1,SCAMP1,null,null,0.014644324
LZTR1,LZTR1,null,null,0.01462133
PPT2,PPT2,null,null,0.014615246
SNX25,SNX25,null,null,0.014608683
TMED4,TMED4,null,null,0.014593333
ZNF385B,ZNF385B,null,null,0.01458319
HDHD2,HDHD2,null,null,0.014581949
NARS2,NARS2,null,null,0.014565175
GAR1,GAR1,null,null,0.014558784
IPO11,IPO11,null,null,0.014556417
ZNF511,ZNF511,null,null,0.014536505
PFKP,PFKP,null,null,0.014534883
TMEM179B,TMEM179B,null,null,0.014519894
RBM4B,RBM4B,null,null,0.014502597
WDR43,WDR43,null,null,0.014496883
TEP1,TEP1,null,null,0.014471313
CHD8,CHD8,null,null,0.014460349
U2SURP,U2SURP,null,null,0.014455174
CDCA4,CDCA4,null,null,0.014422954
PAK1,PAK1,null,null,0.014399787
BZW1,BZW1,null,null,0.014364868
CHPT1,CHPT1,null,null,0.014289177
QPCTL,QPCTL,null,null,0.014229364
MYCBP,MYCBP,null,null,0.014227629
URGCP,URGCP,null,null,0.014227175
MAPK8IP3,MAPK8IP3,null,null,0.014193926
COQ8A,COQ8A,null,null,0.014156708
NHLRC2,NHLRC2,null,null,0.014150038
ZMYM6,ZMYM6,null,null,0.014147194
IFT74,IFT74,null,null,0.014095238
ZFPL1,ZFPL1,null,null,0.014088608
HSPA13,HSPA13,null,null,0.014073803
PLSCR3,PLSCR3,null,null,0.014058043
FAM76B,FAM76B,null,null,0.014051693
CTSD,CTSD,null,null,0.014048525
VOPP1,VOPP1,null,null,0.014035171
CDK2AP2,CDK2AP2,null,null,0.014007018
PAFAH1B2,PAFAH1B2,null,null,0.014000258
ETAA1,ETAA1,null,null,0.01398987
PLXNB2,PLXNB2,null,null,0.01397784
COX7B,COX7B,null,null,0.013963752
TRAPPC9,TRAPPC9,null,null,0.013952834
LARS2,LARS2,null,null,0.013922003
C12orf49,C12orf49,null,null,0.013921849
ANKRD39,ANKRD39,null,null,0.013910087
ZBTB25,ZBTB25,null,null,0.013891921
FAM219B,FAM219B,null,null,0.013867605
SEC31A,SEC31A,null,null,0.013858642
SNTA1,SNTA1,null,null,0.013836113
IQCG,IQCG,null,null,0.013828732
TRMT10C,TRMT10C,null,null,0.013826531
NNT,NNT,null,null,0.013822779
RAB5C,RAB5C,null,null,0.013813781
SKP1,SKP1,null,null,0.013805124
FOXRED1,FOXRED1,null,null,0.013802331
Mar-09,Mar-09,null,null,0.01379605
TIAL1,TIAL1,null,null,0.013795516
BCAP29,BCAP29,null,null,0.013786006
CHST12,CHST12,null,null,0.013736147
RPS5,RPS5,null,null,0.013712992
ZNF430,ZNF430,null,null,0.013708601
VDAC3,VDAC3,null,null,0.013706065
TMED9,TMED9,null,null,0.013675274
DDX42,DDX42,null,null,0.013652422
URB1,URB1,null,null,0.013624176
RNF214,RNF214,null,null,0.013610231
ZSCAN18,ZSCAN18,null,null,0.01358597
KATNAL2,KATNAL2,null,null,0.013582503
MANEA,MANEA,null,null,0.013573574
FBXO10,FBXO10,null,null,0.01355009
MEMO1,MEMO1,null,null,0.013524534
DENND1C,DENND1C,null,null,0.013523394
TEX10,TEX10,null,null,0.013497341
CLIC4,CLIC4,null,null,0.013487586
ESYT1,ESYT1,null,null,0.013477474
BNIP3L,BNIP3L,null,null,0.013471255
MCCC1,MCCC1,null,null,0.013450714
APAF1,APAF1,null,null,0.013447427
TM9SF2,TM9SF2,null,null,0.013442464
LCMT1,LCMT1,null,null,0.013432291
FOXK1,FOXK1,null,null,0.013429242
CCNYL1,CCNYL1,null,null,0.013385909
ZSCAN21,ZSCAN21,null,null,0.013381254
WDR55,WDR55,null,null,0.013358206
ARL6IP6,ARL6IP6,null,null,0.013352561
CLPX,CLPX,null,null,0.013342257
ORC5,ORC5,null,null,0.013335427
ZNF638,ZNF638,null,null,0.013319942
BSPRY,BSPRY,null,null,0.013305967
RPL18,RPL18,null,null,0.013293659
EPB41,EPB41,null,null,0.013277231
DAPK3,DAPK3,null,null,0.013240757
PFDN6,PFDN6,null,null,0.01322561
LARP4,LARP4,null,null,0.013221163
TRIM68,TRIM68,null,null,0.013209892
CHIC2,CHIC2,null,null,0.013199082
SLC39A7,SLC39A7,null,null,0.01318407
TSNAX,TSNAX,null,null,0.013129394
CENPJ,CENPJ,null,null,0.013079588
MSL1,MSL1,null,null,0.01306451
AGPAT1,AGPAT1,null,null,0.01305821
WDR54,WDR54,null,null,0.013031621
GORAB,GORAB,null,null,0.013029673
NFKBIE,NFKBIE,null,null,0.013028255
BRD7,BRD7,null,null,0.013025404
ARFIP2,ARFIP2,null,null,0.013019527
KBTBD4,KBTBD4,null,null,0.012989438
TRAF7,TRAF7,null,null,0.012964032
GSK3A,GSK3A,null,null,0.012913374
FAM120AOS,FAM120AOS,null,null,0.012857927
NDUFS5,NDUFS5,null,null,0.012853213
RANBP10,RANBP10,null,null,0.012850578
DMXL1,DMXL1,null,null,0.012827061
MLH3,MLH3,null,null,0.012823596
CSRNP1,CSRNP1,null,null,0.012809918
CEP350,CEP350,null,null,0.012796589
GALNT6,GALNT6,null,null,0.012773274
INTS8,INTS8,null,null,0.012770774
SPECC1L,SPECC1L,null,null,0.012755159
GOSR2,GOSR2,null,null,0.012747749
ALG13,ALG13,null,null,0.01273087
TTC8,TTC8,null,null,0.012722945
HDDC2,HDDC2,null,null,0.012642373
FRMD8,FRMD8,null,null,0.012632342
TSC22D4,TSC22D4,null,null,0.012602121
NOP53,NOP53,null,null,0.012597108
ZNF213,ZNF213,null,null,0.012582571
RAB11B,RAB11B,null,null,0.012548126
QSOX2,QSOX2,null,null,0.012540478
MYH15,MYH15,null,null,0.01253973
SLC35F6,SLC35F6,null,null,0.012514941
HSF1,HSF1,null,null,0.012509525
SEC22A,SEC22A,null,null,0.012451062
COG8,COG8,null,null,0.012450152
PSMB9,PSMB9,null,null,0.012429929
DPP7,DPP7,null,null,0.01242904
ERLEC1,ERLEC1,null,null,0.012409131
MRPL38,MRPL38,null,null,0.012394209
WASHC2C,WASHC2C,null,null,0.012357663
CCNE2,CCNE2,null,null,0.01235355
DENND6A,DENND6A,null,null,0.012345199
QPCT,QPCT,null,null,0.01233635
PAXBP1,PAXBP1,null,null,0.012327202
UBP1,UBP1,null,null,0.012302547
HECTD3,HECTD3,null,null,0.012235877
TUBGCP3,TUBGCP3,null,null,0.012213607
KARS,KARS,null,null,0.012208422
EPS15L1,EPS15L1,null,null,0.012186701
SLX4,SLX4,null,null,0.012176577
MAPK12,MAPK12,null,null,0.012155442
KCTD3,KCTD3,null,null,0.01211395
TXN,TXN,null,null,0.012098737
PFKFB2,PFKFB2,null,null,0.012083095
YIPF5,YIPF5,null,null,0.01207921
ADI1,ADI1,null,null,0.012047395
BRAF,BRAF,null,null,0.012031512
MECP2,MECP2,null,null,0.012029466
TIMM17A,TIMM17A,null,null,0.01202423
EIF2B5,EIF2B5,null,null,0.0120175
PLP2,PLP2,null,null,0.011998985
PRR3,PRR3,null,null,0.011998279
NDUFS1,NDUFS1,null,null,0.01198172
RBM38,RBM38,null,null,0.011967707
PALB2,PALB2,null,null,0.011962964
RPUSD1,RPUSD1,null,null,0.011945495
NAT9,NAT9,null,null,0.011925563
CIB1,CIB1,null,null,0.011924525
ATP6V0B,ATP6V0B,null,null,0.011871555
MFSD1,MFSD1,null,null,0.011848297
DDT,DDT,null,null,0.011812174
TOP3A,TOP3A,null,null,0.011738876
EMC7,EMC7,null,null,0.011736011
UBXN7,UBXN7,null,null,0.011719272
BAG4,BAG4,null,null,0.011696084
WARS2,WARS2,null,null,0.011677445
TAPBP,TAPBP,null,null,0.011660643
LLPH,LLPH,null,null,0.011630226
MRPL48,MRPL48,null,null,0.011618862
AAMP,AAMP,null,null,0.01161811
KLF12,KLF12,null,null,0.011594143
AP1S1,AP1S1,null,null,0.011526975
IMPDH2,IMPDH2,null,null,0.011523128
NEMF,NEMF,null,null,0.011513391
RAB18,RAB18,null,null,0.011509825
TAF9,TAF9,null,null,0.011500698
RPL13A,RPL13A,null,null,0.011492297
FAM53C,FAM53C,null,null,0.011488187
ATR,ATR,null,null,0.01148384
NFYC,NFYC,null,null,0.011479334
PPAN,PPAN,null,null,0.011445341
KNOP1,KNOP1,null,null,0.011371106
LSM3,LSM3,null,null,0.011361828
ATG13,ATG13,null,null,0.011304832
PYCR3,PYCR3,null,null,0.01122713
ZBTB45,ZBTB45,null,null,0.011224767
RNF5,RNF5,null,null,0.011207231
TRPS1,TRPS1,null,null,0.011199114
KIAA1841,KIAA1841,null,null,0.011180647
ANKHD1-EIF4EBP3,ANKHD1-EIF4EBP3,null,null,0.011174576
HIP1R,HIP1R,null,null,0.011166767
NOL8,NOL8,null,null,0.011147557
GK5,GK5,null,null,0.011138467
ZNF559,ZNF559,null,null,0.011114227
PEAK1,PEAK1,null,null,0.011112143
BDH1,BDH1,null,null,0.011079535
SLC35A1,SLC35A1,null,null,0.011073843
MYO9B,MYO9B,null,null,0.011072709
RIOX2,RIOX2,null,null,0.011070361
ZNF277,ZNF277,null,null,0.011034424
CALM3,CALM3,null,null,0.011014267
SNU13,SNU13,null,null,0.011000451
PI4KA,PI4KA,null,null,0.010995292
PPP4R2,PPP4R2,null,null,0.010990158
ABCF3,ABCF3,null,null,0.010936193
TMEM223,TMEM223,null,null,0.010929787
CEP170,CEP170,null,null,0.010922672
HLA-DRB1,HLA-DRB1,null,null,0.010905626
FTH1,FTH1,null,null,0.010890861
NBAS,NBAS,null,null,0.010887253
XPO6,XPO6,null,null,0.010867513
POLR2D,POLR2D,null,null,0.010862697
UBE2L3,UBE2L3,null,null,0.010854811
ANKHD1,ANKHD1,null,null,0.010845957
SARAF,SARAF,null,null,0.010843314
GUF1,GUF1,null,null,0.010790999
NUP153,NUP153,null,null,0.010787629
SLC12A2,SLC12A2,null,null,0.010782735
CELSR2,CELSR2,null,null,0.010776448
EMC3,EMC3,null,null,0.010759193
PIEZO2,PIEZO2,null,null,0.010756967
C15orf39,C15orf39,null,null,0.010743411
ZNF296,ZNF296,null,null,0.01069802
OMA1,OMA1,null,null,0.010694769
EIF3H,EIF3H,null,null,0.0106809
FEM1A,FEM1A,null,null,0.010680772
TNIP1,TNIP1,null,null,0.010678462
RNF169,RNF169,null,null,0.010675384
OGFR,OGFR,null,null,0.010644564
SLC7A6,SLC7A6,null,null,0.010623788
ZACN,ZACN,null,null,0.010618904
AEBP2,AEBP2,null,null,0.010612022
SSR2,SSR2,null,null,0.010609516
TSR1,TSR1,null,null,0.010579645
SRCAP,SRCAP,null,null,0.010577171
RILPL2,RILPL2,null,null,0.010557663
UNC93B1,UNC93B1,null,null,0.010550495
PPIF,PPIF,null,null,0.010546579
DALRD3,DALRD3,null,null,0.010527148
ACADVL,ACADVL,null,null,0.010504246
CGAS,CGAS,null,null,0.010429596
CEP78,CEP78,null,null,0.010410606
CCPG1,CCPG1,null,null,0.010408494
FMR1,FMR1,null,null,0.010399215
DCAF5,DCAF5,null,null,0.010393795
CEP135,CEP135,null,null,0.010374926
PODXL2,PODXL2,null,null,0.01036041
TAF6,TAF6,null,null,0.010355178
RAD23B,RAD23B,null,null,0.010343281
TUBB4B,TUBB4B,null,null,0.010342227
ATRIP,ATRIP,null,null,0.01028979
TMEM147,TMEM147,null,null,0.010286982
RER1,RER1,null,null,0.010277245
PPP6C,PPP6C,null,null,0.01027326
COIL,COIL,null,null,0.010269098
MED14,MED14,null,null,0.010250327
GFPT1,GFPT1,null,null,0.01021757
INVS,INVS,null,null,0.010196817
CNPPD1,CNPPD1,null,null,0.010187987
WDR3,WDR3,null,null,0.01018494
RFT1,RFT1,null,null,0.010175959
ZNF672,ZNF672,null,null,0.010168429
THAP12,THAP12,null,null,0.010161219
VPS54,VPS54,null,null,0.010153908
ZNF639,ZNF639,null,null,0.010148727
RCHY1,RCHY1,null,null,0.010147296
KPNA6,KPNA6,null,null,0.010139814
CRTAP,CRTAP,null,null,0.010116869
DDX46,DDX46,null,null,0.010112875
PEX1,PEX1,null,null,0.010093418
WDR60,WDR60,null,null,0.010090867
PUS7,PUS7,null,null,0.010074804
ATP6AP2,ATP6AP2,null,null,0.010064646
MYNN,MYNN,null,null,0.01006113
ARHGAP24,ARHGAP24,null,null,0.010044075
VPS39,VPS39,null,null,0.010018511
DCTN6,DCTN6,null,null,0.009993794
GORASP2,GORASP2,null,null,0.009990714
CNOT9,CNOT9,null,null,0.009963231
ZMIZ2,ZMIZ2,null,null,0.009955308
TPCN1,TPCN1,null,null,0.009953766
MKS1,MKS1,null,null,0.009942323
SASS6,SASS6,null,null,0.009935455
TMEM258,TMEM258,null,null,0.009914777
NAT14,NAT14,null,null,0.009873255
SHCBP1,SHCBP1,null,null,0.009849415
RPS3,RPS3,null,null,0.009847852
MCL1,MCL1,null,null,0.009845894
RPS15A,RPS15A,null,null,0.009837714
YEATS2,YEATS2,null,null,0.009827887
TNPO1,TNPO1,null,null,0.009815378
EIF2B1,EIF2B1,null,null,0.009804984
C19orf47,C19orf47,null,null,0.009801983
TRRAP,TRRAP,null,null,0.009796815
CWF19L1,CWF19L1,null,null,0.009793277
TRIOBP,TRIOBP,null,null,0.009781269
SBDS,SBDS,null,null,0.009758617
PEX11B,PEX11B,null,null,0.009757563
NDUFB10,NDUFB10,null,null,0.009731399
KDM5A,KDM5A,null,null,0.009730788
PPP1R8,PPP1R8,null,null,0.009716555
RPAP2,RPAP2,null,null,0.009710932
TBL1X,TBL1X,null,null,0.009703573
RUNX1,RUNX1,null,null,0.009699524
UBE2H,UBE2H,null,null,0.009698338
MELK,MELK,null,null,0.009690656
PROB1,PROB1,null,null,0.009662371
TWF2,TWF2,null,null,0.009625686
SLC16A1,SLC16A1,null,null,0.009619653
DENR,DENR,null,null,0.009619267
PEX16,PEX16,null,null,0.009589441
KIF18A,KIF18A,null,null,0.009587484
CXXC5,CXXC5,null,null,0.009575773
ZNF274,ZNF274,null,null,0.009575719
MRPL21,MRPL21,null,null,0.009562825
STK32C,STK32C,null,null,0.009524952
HJURP,HJURP,null,null,0.009501215
UQCR11,UQCR11,null,null,0.009475799
N4BP2,N4BP2,null,null,0.009465993
TMEM131L,TMEM131L,null,null,0.009463623
PPP1R12A,PPP1R12A,null,null,0.009450208
LEPROTL1,LEPROTL1,null,null,0.00941537
COX5B,COX5B,null,null,0.009405296
TSR3,TSR3,null,null,0.009390879
COA1,COA1,null,null,0.009374389
MTERF3,MTERF3,null,null,0.009373706
GRPEL2,GRPEL2,null,null,0.009371324
WRB,WRB,null,null,0.009360588
CPEB4,CPEB4,null,null,0.00932927
ANKRD54,ANKRD54,null,null,0.009325402
BZW2,BZW2,null,null,0.009301199
RTN4,RTN4,null,null,0.009292328
ARPC4,ARPC4,null,null,0.00928289
GTPBP2,GTPBP2,null,null,0.009265866
EML3,EML3,null,null,0.009262697
RNF185,RNF185,null,null,0.009262633
AKAP9,AKAP9,null,null,0.009247227
CHAC2,CHAC2,null,null,0.009219521
ACTR1B,ACTR1B,null,null,0.009156321
PHIP,PHIP,null,null,0.009143648
GEMIN7,GEMIN7,null,null,0.009135938
SCAF11,SCAF11,null,null,0.009116461
ORAI2,ORAI2,null,null,0.00911052
KANSL2,KANSL2,null,null,0.009090646
CSNK1E,CSNK1E,null,null,0.009079193
TPTEP2-CSNK1E,TPTEP2-CSNK1E,null,null,0.009079193
NEDD4,NEDD4,null,null,0.009069967
MYL12B,MYL12B,null,null,0.0090429
MTFR1L,MTFR1L,null,null,0.009037892
YPEL5,YPEL5,null,null,0.009012252
QRSL1,QRSL1,null,null,0.008995216
NKTR,NKTR,null,null,0.008987445
JKAMP,JKAMP,null,null,0.008981053
BABAM1,BABAM1,null,null,0.008973857
TTC9C,TTC9C,null,null,0.008972646
SETDB2,SETDB2,null,null,0.008971836
ADK,ADK,null,null,0.008960833
EXOC7,EXOC7,null,null,0.008923168
ATAD5,ATAD5,null,null,0.008918881
MYSM1,MYSM1,null,null,0.008914395
SLC25A5,SLC25A5,null,null,0.008906189
PEX5,PEX5,null,null,0.008898655
DNAJC5,DNAJC5,null,null,0.008892234
TTC17,TTC17,null,null,0.008888644
GEMIN5,GEMIN5,null,null,0.008782306
YBEY,YBEY,null,null,0.008775196
UBXN1,UBXN1,null,null,0.008763842
NOLC1,NOLC1,null,null,0.008761802
ZNF544,ZNF544,null,null,0.008744083
EIF2D,EIF2D,null,null,0.008739287
ROCK1,ROCK1,null,null,0.008733975
CCM2,CCM2,null,null,0.008674871
HELZ,HELZ,null,null,0.008663585
RAB40C,RAB40C,null,null,0.008623718
TTF1,TTF1,null,null,0.008609805
TRAPPC5,TRAPPC5,null,null,0.008595433
SLAIN1,SLAIN1,null,null,0.008582825
EVI2A,EVI2A,null,null,0.00854413
TOR2A,TOR2A,null,null,0.008496798
ICE2,ICE2,null,null,0.008496178
PRPSAP1,PRPSAP1,null,null,0.008468805
BPTF,BPTF,null,null,0.008454985
USP30,USP30,null,null,0.008442759
SLC25A15,SLC25A15,null,null,0.008401009
ERICH1,ERICH1,null,null,0.008381791
RNF144B,RNF144B,null,null,0.008352987
STRIP1,STRIP1,null,null,0.008343821
BBS10,BBS10,null,null,0.008318658
POLR2C,POLR2C,null,null,0.008302925
MBNL2,MBNL2,null,null,0.008295783
MRPL20,MRPL20,null,null,0.00827367
CHAF1A,CHAF1A,null,null,0.008258089
DHX34,DHX34,null,null,0.008257189
KPNA2,KPNA2,null,null,0.008228447
ACD,ACD,null,null,0.008226907
ERGIC3,ERGIC3,null,null,0.008224441
DCTN2,DCTN2,null,null,0.008205227
ST8SIA4,ST8SIA4,null,null,0.008190479
NUP210,NUP210,null,null,0.008188544
ATP1A1,ATP1A1,null,null,0.00817569
YWHAH,YWHAH,null,null,0.008139585
SCYL1,SCYL1,null,null,0.008102982
UBE4A,UBE4A,null,null,0.008090395
XPO5,XPO5,null,null,0.008085916
MRPS16,MRPS16,null,null,0.00806576
PHF6,PHF6,null,null,0.008047187
MRPL3,MRPL3,null,null,0.008040506
PSMB7,PSMB7,null,null,0.008008618
TAF7,TAF7,null,null,0.008001086
C17orf80,C17orf80,null,null,0.007956077
UTP20,UTP20,null,null,0.007953543
ZNF302,ZNF302,null,null,0.00795204
DCAF13,DCAF13,null,null,0.007896633
HDAC8,HDAC8,null,null,0.007886132
TRAF5,TRAF5,null,null,0.007871921
SSRP1,SSRP1,null,null,0.007862913
FAM104A,FAM104A,null,null,0.007823729
POP5,POP5,null,null,0.007822237
DDX28,DDX28,null,null,0.007777284
PRRC2B,PRRC2B,null,null,0.007772548
UFSP2,UFSP2,null,null,0.007735665
PRKAB2,PRKAB2,null,null,0.007726745
SINHCAF,SINHCAF,null,null,0.007716928
IPO5,IPO5,null,null,0.00770163
PDE12,PDE12,null,null,0.007692497
LIPE,LIPE,null,null,0.007677382
SPG7,SPG7,null,null,0.007652083
DOHH,DOHH,null,null,0.007630969
ARF3,ARF3,null,null,0.007612615
NR2C2,NR2C2,null,null,0.007574492
CSNK1D,CSNK1D,null,null,0.007573744
POLD3,POLD3,null,null,0.00756339
MACF1,MACF1,null,null,0.007545447
SSH2,SSH2,null,null,0.007536336
RLF,RLF,null,null,0.007514897
SERPINB1,SERPINB1,null,null,0.007483527
LRP5,LRP5,null,null,0.007480455
TMBIM4,TMBIM4,null,null,0.007466466
ACTR6,ACTR6,null,null,0.007419614
ULK3,ULK3,null,null,0.007417291
TGFBRAP1,TGFBRAP1,null,null,0.007415029
TMEM97,TMEM97,null,null,0.007394023
