Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-174178,"APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1",1,72,0.0050533408197641775,0.8784609032300736,0.8784609032300736,2,4,3.2499187520311994E-4,9606,Homo sapiens,"RPN2","","R-HSA-174105;R-HSA-188191"
R-HSA-174184,"Cdc20:Phospho-APC/C mediated degradation of Cyclin A",1,72,0.0050533408197641775,0.8784609032300736,0.8784609032300736,1,3,2.4374390640233994E-4,9606,Homo sapiens,"RPN2","","R-HSA-174255"
R-HSA-168325,"Viral Messenger RNA Synthesis",1,72,0.0050533408197641775,0.8784609032300736,0.8784609032300736,1,6,4.874878128046799E-4,9606,Homo sapiens,"POLR2I","","R-HSA-168326"
R-HSA-156584,"Cytosolic sulfonation of small molecules",1,72,0.0050533408197641775,0.8784609032300736,0.8784609032300736,1,24,0.0019499512512187196,9606,Homo sapiens,"TPST1","","R-HSA-8954262"
R-HSA-5628897,"TP53 Regulates Metabolic Genes",2,125,0.00877316114542392,0.8802113981153561,0.8802113981153561,3,34,0.0027624309392265192,9606,Homo sapiens,"RRAGD;SFN","","R-HSA-380979;R-HSA-5632738;R-HSA-5632732"
R-HSA-179419,"APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint",1,73,0.005123526108927569,0.8819758118728669,0.8819758118728669,1,6,4.874878128046799E-4,9606,Homo sapiens,"RPN2","","R-HSA-174255"
R-HSA-913709,"O-linked glycosylation of mucins",1,73,0.005123526108927569,0.8819758118728669,0.8819758118728669,1,17,0.0013812154696132596,9606,Homo sapiens,"GALNT14","","R-HSA-913675"
R-HSA-74259,"Purine catabolism",1,74,0.0051937113980909605,0.8853893067029572,0.8853893067029572,1,28,0.0022749431264218393,9606,Homo sapiens,"GPX1","","R-HSA-71676"
R-HSA-168273,"Influenza Viral RNA Transcription and Replication",3,175,0.012282425603593487,0.8857810313953733,0.8857810313953733,3,14,0.0011374715632109197,9606,Homo sapiens,"RPL36AL;POLR2I","","R-HSA-192704;R-HSA-168326;R-HSA-192841"
R-HSA-176409,"APC/C:Cdc20 mediated degradation of mitotic proteins",1,75,0.005263896687254351,0.8887043069125466,0.8887043069125466,2,13,0.0010562235944101398,9606,Homo sapiens,"RPN2","","R-HSA-174202;R-HSA-174255"
R-HSA-112315,"Transmission across Chemical Synapses",7,353,0.02477540707467715,0.8910202360643731,0.8910202360643731,14,160,0.012999675008124796,9606,Homo sapiens,"GNGT2;ALDH2;GNG5;SRC;PRKCB;RPS6KA2;ARL6IP5","","R-HSA-442724;R-HSA-380608;R-HSA-9612085;R-HSA-210404;R-HSA-421007;R-HSA-500717;R-HSA-9619843;R-HSA-9029434;R-HSA-1013020;R-HSA-442739;R-HSA-9620004;R-HSA-416639;R-HSA-1013013;R-HSA-1013012"
R-HSA-176814,"Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins",1,76,0.005334081976417743,0.8919236478621573,0.8919236478621573,2,15,0.0012187195320116997,9606,Homo sapiens,"RPN2","","R-HSA-174202;R-HSA-174255"
R-HSA-72613,"Eukaryotic Translation Initiation",2,130,0.009124087591240875,0.8933366448625141,0.8933366448625141,4,21,0.0017062073448163796,9606,Homo sapiens,"RPL36AL","","R-HSA-72673;R-HSA-72672;R-HSA-156826;R-HSA-72671"
R-HSA-72737,"Cap-dependent Translation Initiation",2,130,0.009124087591240875,0.8933366448625141,0.8933366448625141,3,18,0.0014624634384140397,9606,Homo sapiens,"RPL36AL","","R-HSA-72673;R-HSA-72672;R-HSA-72671"
R-HSA-1227986,"Signaling by ERBB2",1,77,0.005404267265581134,0.8950500834823834,0.8950500834823834,1,43,0.0034936626584335393,9606,Homo sapiens,"SRC","","R-HSA-1963586"
R-HSA-1834949,"Cytosolic sensors of pathogen-associated DNA ",1,77,0.005404267265581134,0.8950500834823834,0.8950500834823834,1,48,0.003899902502437439,9606,Homo sapiens,"ACP2","","R-HSA-1964482"
R-HSA-3000178,"ECM proteoglycans",1,79,0.0055446378439079165,0.9010348612394136,0.9010348612394136,4,23,0.0018687032824179395,9606,Homo sapiens,"ITGAV","","R-HSA-2426471;R-HSA-4086200;R-HSA-4086132;R-HSA-2681667"
R-HSA-975634,"Retinoid metabolism and transport",1,79,0.0055446378439079165,0.9010348612394136,0.9010348612394136,3,28,0.0022749431264218393,9606,Homo sapiens,"SDC1","","R-HSA-2404131;R-HSA-2423785;R-HSA-2429643"
R-HSA-9010553,"Regulation of expression of SLITs and ROBOs",3,183,0.012843907916900618,0.9028931806630784,0.9028931806630784,3,20,0.0016249593760155996,9606,Homo sapiens,"RPN2;RPL36AL","","R-HSA-9014652;R-HSA-9011313;R-HSA-9014610"
R-HSA-204998,"Cell death signalling via NRAGE, NRIF and NADE",1,80,0.005614823133071308,0.9038983247543022,0.9038983247543022,1,17,0.0013812154696132596,9606,Homo sapiens,"FGD4","","R-HSA-205039"
R-HSA-351202,"Metabolism of polyamines",1,80,0.005614823133071308,0.9038983247543022,0.9038983247543022,1,17,0.0013812154696132596,9606,Homo sapiens,"RPN2","","R-HSA-353125"
R-HSA-159236,"Transport of Mature mRNA derived from an Intron-Containing Transcript",1,81,0.0056850084222346995,0.9066791300363062,0.9066791300363062,4,4,3.2499187520311994E-4,9606,Homo sapiens,"ALYREF","","R-HSA-75097;R-HSA-75096;R-HSA-75098;R-HSA-159101"
R-HSA-167172,"Transcription of the HIV genome",1,81,0.0056850084222346995,0.9066791300363062,0.9066791300363062,46,47,0.003818654533636659,9606,Homo sapiens,"POLR2I","","R-HSA-167111;R-HSA-167115;R-HSA-167113;R-HSA-167118;R-HSA-167181;R-HSA-167117;R-HSA-170706;R-HSA-170704;R-HSA-167121;R-HSA-167191;R-HSA-167130;R-HSA-167192;R-HSA-167128;R-HSA-167134;R-HSA-167196;R-HSA-167197;R-HSA-167133;R-HSA-9613490;R-HSA-167459;R-HSA-167072;R-HSA-167136;R-HSA-167076;R-HSA-167077;R-HSA-9613498;R-HSA-167147;R-HSA-167083;R-HSA-167150;R-HSA-167087;R-HSA-167148;R-HSA-167084;R-HSA-167468;R-HSA-167085;R-HSA-167090;R-HSA-167282;R-HSA-167474;R-HSA-167089;R-HSA-167153;R-HSA-167478;R-HSA-167284;R-HSA-167477;R-HSA-167098;R-HSA-167288;R-HSA-167097;R-HSA-167481;R-HSA-167484;R-HSA-167292"
R-HSA-3108214,"SUMOylation of DNA damage response and repair proteins",1,81,0.0056850084222346995,0.9066791300363062,0.9066791300363062,1,24,0.0019499512512187196,9606,Homo sapiens,"CDKN2A","","R-HSA-4568846"
R-HSA-499943,"Interconversion of nucleotide di- and triphosphates",1,81,0.0056850084222346995,0.9066791300363062,0.9066791300363062,1,33,0.002681182970425739,9606,Homo sapiens,"TYMS","","R-HSA-73605"
R-HSA-1236977,"Endosomal/Vacuolar pathway",1,82,0.005755193711398091,0.9093796575575733,0.9093796575575733,3,4,3.2499187520311994E-4,9606,Homo sapiens,"B2M","","R-HSA-1236964;R-HSA-1236954;R-HSA-1236943"
R-HSA-176408,"Regulation of APC/C activators between G1/S and early anaphase",1,82,0.005755193711398091,0.9093796575575733,0.9093796575575733,1,14,0.0011374715632109197,9606,Homo sapiens,"RPN2","","R-HSA-174203"
R-HSA-114608,"Platelet degranulation ",2,137,0.009615384615384616,0.9094796004555661,0.9094796004555661,1,11,8.937276568085798E-4,9606,Homo sapiens,"SCCPDH;FERMT3","","R-HSA-481007"
R-HSA-168256,"Immune System",72,2822,0.1980628860190904,0.9116627081385323,0.9116627081385323,258,1597,0.12975300617484564,9606,Homo sapiens,"CDKN1A;TNFRSF13B;HEXB;GMFG;CTSZ;ICAM2;TCIRG1;ETFB;DUSP16;ICAM1;NAPRT;RPS6KA2;SIRPA;ACP2;ITGAV;ITGB7;GUSB;B2M;TICAM2;PRKCB;TNFRSF18;CYBB;CYBA;IL17RB;CKAP4;LAT2;ENAH;TLR7;DNASE1L1;PDXK;GRN;NLRX1;TMED10;RPN2;SRC;GSTP1;C1orf35;ANKRD12;MGST1;HSP90B1;RAP1A;PRDX4;STAT4;CD59;STX4;HIST1H3H;CD58;S100A11;ATP6V1C2;TRIM45;FUCA2;KLHL22;GGH;BATF;BST2;CLEC2B;NEDD4;SDC1;CD27;P4HB;RAB9B","","R-HSA-199169;R-HSA-8950415;R-HSA-1112602;R-HSA-8987266;R-HSA-8950426;R-HSA-936985;R-HSA-8950441;R-HSA-2562564;R-HSA-1031716;R-HSA-167983;R-HSA-1031713;R-HSA-8937656;R-HSA-8950456;R-HSA-8950448;R-HSA-2272795;R-HSA-8950453;R-HSA-5672980;R-HSA-8951499;R-HSA-5672978;R-HSA-937029;R-HSA-6800426;R-HSA-1678921;R-HSA-1678920;R-HSA-1678923;R-HSA-6800434;R-HSA-1678927;R-HSA-8950480;R-HSA-198746;R-HSA-5672972;R-HSA-5672973;R-HSA-8950485;R-HSA-5672969;R-HSA-983150;R-HSA-8863973;R-HSA-983147;R-HSA-983146;R-HSA-5676607;R-HSA-983142;R-HSA-983140;R-HSA-983138;R-HSA-8950522;R-HSA-983161;R-HSA-2559568;R-HSA-1678944;R-HSA-983157;R-HSA-936564;R-HSA-983156;R-HSA-937075;R-HSA-8950518;R-HSA-430201;R-HSA-2424484;R-HSA-2424486;R-HSA-2424487;R-HSA-2424480;R-HSA-392835;R-HSA-2424482;R-HSA-9617941;R-HSA-8987150;R-HSA-1678998;R-HSA-8950292;R-HSA-8950314;R-HSA-209061;R-HSA-2530445;R-HSA-8950328;R-HSA-2213017;R-HSA-8950322;R-HSA-2395801;R-HSA-8950344;R-HSA-199895;R-HSA-8950365;R-HSA-8950367;R-HSA-5668481;R-HSA-8981073;R-HSA-388829;R-HSA-8950354;R-HSA-388831;R-HSA-2201338;R-HSA-2201341;R-HSA-388833;R-HSA-1168635;R-HSA-975100;R-HSA-975098;R-HSA-447219;R-HSA-8863858;R-HSA-5669024;R-HSA-8950389;R-HSA-8987255;R-HSA-5668520;R-HSA-2172126;R-HSA-975118;R-HSA-975115;R-HSA-975111;R-HSA-8984963;R-HSA-2395439;R-HSA-975106;R-HSA-8984964;R-HSA-8985988;R-HSA-939265;R-HSA-8987033;R-HSA-975134;R-HSA-8950681;R-HSA-8850326;R-HSA-1168640;R-HSA-5607750;R-HSA-8950684;R-HSA-8950173;R-HSA-5362500;R-HSA-5621571;R-HSA-8950175;R-HSA-166168;R-HSA-975125;R-HSA-9009554;R-HSA-166175;R-HSA-9009558;R-HSA-8952749;R-HSA-8950190;R-HSA-8983983;R-HSA-5675376;R-HSA-8865711;R-HSA-198955;R-HSA-8950181;R-HSA-198958;R-HSA-8950183;R-HSA-450358;R-HSA-2395412;R-HSA-8950201;R-HSA-8850356;R-HSA-8983996;R-HSA-8950718;R-HSA-975160;R-HSA-975156;R-HSA-5675373;R-HSA-5685608;R-HSA-8987080;R-HSA-8950218;R-HSA-975180;R-HSA-8950732;R-HSA-392513;R-HSA-2730860;R-HSA-2569057;R-HSA-8984014;R-HSA-8950721;R-HSA-975175;R-HSA-2730848;R-HSA-8950724;R-HSA-975170;R-HSA-8950213;R-HSA-8987097;R-HSA-8950225;R-HSA-975188;R-HSA-8984021;R-HSA-2730870;R-HSA-210274;R-HSA-1222516;R-HSA-5607731;R-HSA-166245;R-HSA-5362486;R-HSA-5658430;R-HSA-1168767;R-HSA-8952807;R-HSA-983422;R-HSA-8950778;R-HSA-983421;R-HSA-210289;R-HSA-2730842;R-HSA-8950780;R-HSA-8950269;R-HSA-354173;R-HSA-5607724;R-HSA-8950771;R-HSA-199032;R-HSA-8950260;R-HSA-2730837;R-HSA-166271;R-HSA-8952823;R-HSA-199043;R-HSA-6788582;R-HSA-6789092;R-HSA-199558;R-HSA-210309;R-HSA-199050;R-HSA-983427;R-HSA-8950533;R-HSA-2029459;R-HSA-199566;R-HSA-983426;R-HSA-983425;R-HSA-983424;R-HSA-9006873;R-HSA-1168768;R-HSA-6799350;R-HSA-8983835;R-HSA-199062;R-HSA-2396594;R-HSA-199579;R-HSA-1015702;R-HSA-199576;R-HSA-199583;R-HSA-1015699;R-HSA-9006870;R-HSA-199587;R-HSA-8951595;R-HSA-8983841;R-HSA-2730884;R-HSA-8950567;R-HSA-8950586;R-HSA-9014074;R-HSA-6788571;R-HSA-8950581;R-HSA-8985929;R-HSA-1236954;R-HSA-8983872;R-HSA-8865613;R-HSA-2562541;R-HSA-1236958;R-HSA-8983876;R-HSA-1236956;R-HSA-8983878;R-HSA-168909;R-HSA-168915;R-HSA-2272753;R-HSA-1236935;R-HSA-9006431;R-HSA-8950623;R-HSA-8950608;R-HSA-168921;R-HSA-1236943;R-HSA-1964482;R-HSA-8986985;R-HSA-1678841;R-HSA-6790022;R-HSA-8950634;R-HSA-936941;R-HSA-1168373;R-HSA-8950637;R-HSA-1112565;R-HSA-1169399;R-HSA-8950113;R-HSA-1169406;R-HSA-6798743;R-HSA-6790038;R-HSA-6790036;R-HSA-6798739;R-HSA-1236967;R-HSA-936952;R-HSA-1236964;R-HSA-1236965;R-HSA-6798751;R-HSA-1236970;R-HSA-936951;R-HSA-1236971;R-HSA-6798749;R-HSA-6798748;R-HSA-6798747;R-HSA-5675947;R-HSA-936947;R-HSA-6790041;R-HSA-6798745"
R-HSA-168255,"Influenza Life Cycle",3,188,0.013194834362717574,0.9123795644657521,0.9123795644657521,3,51,0.004143646408839779,9606,Homo sapiens,"RPL36AL;POLR2I","","R-HSA-192704;R-HSA-168326;R-HSA-192841"
R-HSA-196807,"Nicotinate metabolism",1,84,0.005895564289724873,0.9145490611953402,0.9145490611953402,1,29,0.0023561910952226194,9606,Homo sapiens,"NAPRT","","R-HSA-197186"
R-HSA-70326,"Glucose metabolism",2,140,0.009825940482874789,0.9156735907726856,0.9156735907726856,2,50,0.004062398440038999,9606,Homo sapiens,"SLC25A10;SLC37A4","","R-HSA-198513;R-HSA-372843"
R-HSA-416476,"G alpha (q) signalling events",5,283,0.019862436833239752,0.9165825523724944,0.9165825523724944,19,35,0.0028436789080272993,9606,Homo sapiens,"CYSLTR1;GNGT2;GNG5;RPS6KA2;GNA11","","R-HSA-8982025;R-HSA-416358;R-HSA-114688;R-HSA-416516;R-HSA-749448;R-HSA-8982026;R-HSA-749452;R-HSA-8982017;R-HSA-398188;R-HSA-400586;R-HSA-379048;R-HSA-8964280;R-HSA-418582;R-HSA-199895;R-HSA-8964284;R-HSA-416510;R-HSA-198746;R-HSA-750993;R-HSA-8964340"
R-HSA-5653656,"Vesicle-mediated transport",18,824,0.05783267827063447,0.9209206048213613,0.9209206048213613,79,251,0.020393240168995776,9606,Homo sapiens,"FKBP11;TBC1D8B;HIP1;TMED10;SRC;CTSZ;TRAPPC5;HSP90B1;COPS6;LMAN2;TBC1D7;AAK1;CHMP2A;DENND6B;STX4;SFN;CD59;RAB9B","","R-HSA-8868230;R-HSA-5694418;R-HSA-5694417;R-HSA-5694428;R-HSA-1445149;R-HSA-8868236;R-HSA-191636;R-HSA-8876191;R-HSA-8854302;R-HSA-5694410;R-HSA-8871194;R-HSA-8871193;R-HSA-5694409;R-HSA-376357;R-HSA-6807877;R-HSA-191654;R-HSA-6807875;R-HSA-8877475;R-HSA-6807872;R-HSA-6814671;R-HSA-6814670;R-HSA-376364;R-HSA-191656;R-HSA-8867756;R-HSA-8868651;R-HSA-8867754;R-HSA-8868648;R-HSA-5694439;R-HSA-8868661;R-HSA-8868660;R-HSA-917693;R-HSA-8868659;R-HSA-6814675;R-HSA-376369;R-HSA-8868658;R-HSA-6814674;R-HSA-432688;R-HSA-5694446;R-HSA-8869438;R-HSA-5694441;R-HSA-5671702;R-HSA-421831;R-HSA-432706;R-HSA-6811427;R-HSA-432707;R-HSA-6811426;R-HSA-203973;R-HSA-6809006;R-HSA-421836;R-HSA-917700;R-HSA-6809003;R-HSA-421835;R-HSA-432712;R-HSA-421833;R-HSA-8876616;R-HSA-6809011;R-HSA-6809010;R-HSA-6807868;R-HSA-6807866;R-HSA-8868071;R-HSA-2507854;R-HSA-5694527;R-HSA-8856813;R-HSA-204008;R-HSA-8866283;R-HSA-5694522;R-HSA-8863723;R-HSA-8863721;R-HSA-8856808;R-HSA-8868072;R-HSA-1449574;R-HSA-6811414;R-HSA-6811412;R-HSA-2173778;R-HSA-6811411;R-HSA-1454689;R-HSA-6811423;R-HSA-6811418;R-HSA-6811417"
R-HSA-166016,"Toll Like Receptor 4 (TLR4) Cascade",2,144,0.010106681639528355,0.9233154649959108,0.9233154649959108,25,95,0.007718557036074098,9606,Homo sapiens,"TMED10;TICAM2;RPS6KA2","","R-HSA-2569057;R-HSA-2562541;R-HSA-937029;R-HSA-168915;R-HSA-199895;R-HSA-5362500;R-HSA-936985;R-HSA-198746;R-HSA-166168;R-HSA-2201338;R-HSA-168921;R-HSA-2201341;R-HSA-166175;R-HSA-2562564;R-HSA-936941;R-HSA-166245;R-HSA-5362486;R-HSA-450358;R-HSA-936952;R-HSA-2559568;R-HSA-2213017;R-HSA-936951;R-HSA-166271;R-HSA-937075;R-HSA-936947"
R-HSA-211859,"Biological oxidations",11,545,0.038250982594048286,0.9235744573074877,0.9235744573074877,10,188,0.015274618134546636,9606,Homo sapiens,"TPST1;AKR7A2;ACSS2;ALDH2;GSTP1;GSS;MGST3;EPHX1;ESD;MGST1;MGST2","","R-HSA-176054;R-HSA-71735;R-HSA-5423653;R-HSA-5423637;R-HSA-174394;R-HSA-176059;R-HSA-71723;R-HSA-5693724;R-HSA-5694077;R-HSA-8954262"
R-HSA-674695,"RNA Polymerase II Pre-transcription Events",1,88,0.006176305446378439,0.9240219208291904,0.9240219208291904,11,17,0.0013812154696132596,9606,Homo sapiens,"POLR2I","","R-HSA-113409;R-HSA-75856;R-HSA-75891;R-HSA-113411;R-HSA-113429;R-HSA-113413;R-HSA-75862;R-HSA-113414;R-HSA-112392;R-HSA-112395;R-HSA-73946"
R-HSA-5579029,"Metabolic disorders of biological oxidation enzymes",1,88,0.006176305446378439,0.9240219208291904,0.9240219208291904,1,39,0.003168670783230419,9606,Homo sapiens,"GSS","","R-HSA-5602901"
R-HSA-5673001,"RAF/MAP kinase cascade",5,290,0.020353733857383493,0.9262208793794842,0.9262208793794842,8,39,0.003168670783230419,9606,Homo sapiens,"RAP1A;RPN2;SRC;DUSP16","","R-HSA-5672980;R-HSA-5672978;R-HSA-5675376;R-HSA-5658430;R-HSA-5672972;R-HSA-5675373;R-HSA-5672973;R-HSA-5672969"
R-HSA-202403,"TCR signaling",2,146,0.010247052217855138,0.9268874588350897,0.9268874588350897,2,52,0.004224894377640559,9606,Homo sapiens,"ENAH;RPN2","","R-HSA-5607724;R-HSA-430201"
R-HSA-983169,"Class I MHC mediated antigen processing & presentation",9,465,0.03263615946097698,0.9271564867990327,0.9271564867990327,29,48,0.003899902502437439,9606,Homo sapiens,"RPN2;NEDD4;ANKRD12;KLHL22;CYBB;STX4;CYBA;ITGAV;B2M","","R-HSA-8951499;R-HSA-1236954;R-HSA-1236958;R-HSA-983427;R-HSA-983426;R-HSA-1236956;R-HSA-983425;R-HSA-983424;R-HSA-1236935;R-HSA-1236943;R-HSA-983150;R-HSA-8863973;R-HSA-8951595;R-HSA-983147;R-HSA-983146;R-HSA-983142;R-HSA-983140;R-HSA-983138;R-HSA-983422;R-HSA-983421;R-HSA-1236967;R-HSA-8863858;R-HSA-1236964;R-HSA-983161;R-HSA-1236965;R-HSA-1236970;R-HSA-1236971;R-HSA-983157;R-HSA-983156"
R-HSA-174143,"APC/C-mediated degradation of cell cycle proteins",1,90,0.006316676024705222,0.9283578452170269,0.9283578452170269,6,38,0.0030874228144296394,9606,Homo sapiens,"RPN2","","R-HSA-174058;R-HSA-174202;R-HSA-174203;R-HSA-174105;R-HSA-188191;R-HSA-174255"
R-HSA-453276,"Regulation of mitotic cell cycle",1,90,0.006316676024705222,0.9283578452170269,0.9283578452170269,6,38,0.0030874228144296394,9606,Homo sapiens,"RPN2","","R-HSA-174058;R-HSA-174202;R-HSA-174203;R-HSA-174105;R-HSA-188191;R-HSA-174255"
R-HSA-195253,"Degradation of beta-catenin by the destruction complex",1,90,0.006316676024705222,0.9283578452170269,0.9283578452170269,1,22,0.0017874553136171597,9606,Homo sapiens,"RPN2","","R-HSA-2130282"
R-HSA-8856688,"Golgi-to-ER retrograde transport",2,148,0.010387422796181921,0.9303022237647693,0.9303022237647693,8,18,0.0014624634384140397,9606,Homo sapiens,"FKBP11;TMED10","","R-HSA-6811414;R-HSA-6811412;R-HSA-6811411;R-HSA-6811427;R-HSA-6811426;R-HSA-6811423;R-HSA-6811418;R-HSA-6811417"
R-HSA-168254,"Influenza Infection",3,199,0.013966872543514879,0.9303547699866003,0.9303547699866003,3,59,0.004793630159246019,9606,Homo sapiens,"RPL36AL;POLR2I","","R-HSA-192704;R-HSA-168326;R-HSA-192841"
R-HSA-162909,"Host Interactions of HIV factors",2,150,0.010527793374508702,0.9335660490106336,0.9335660490106336,6,54,0.0043873903152421186,9606,Homo sapiens,"RPN2;B2M","","R-HSA-182243;R-HSA-182279;R-HSA-182263;R-HSA-180603;R-HSA-182286;R-HSA-180573"
R-HSA-450531,"Regulation of mRNA stability by proteins that bind AU-rich elements",1,93,0.006527231892195396,0.9344032422092509,0.9344032422092509,1,26,0.0021124471888202797,9606,Homo sapiens,"RPN2","","R-HSA-450466"
R-HSA-3781865,"Diseases of glycosylation",3,202,0.014177428411005054,0.9346332897205926,0.9346332897205926,15,77,0.0062560935976600585,9606,Homo sapiens,"ALG8;HEXB;SDC1","","R-HSA-4724330;R-HSA-9035983;R-HSA-9035982;R-HSA-9036289;R-HSA-3656254;R-HSA-9036290;R-HSA-4420365;R-HSA-3560804;R-HSA-3656261;R-HSA-9036283;R-HSA-3560802;R-HSA-9036285;R-HSA-3656257;R-HSA-3656267;R-HSA-3662344"
R-HSA-5684996,"MAPK1/MAPK3 signaling",5,297,0.02084503088152723,0.9348592372622938,0.9348592372622938,8,46,0.003737406564835879,9606,Homo sapiens,"RAP1A;RPN2;SRC;DUSP16","","R-HSA-5672980;R-HSA-5672978;R-HSA-5675376;R-HSA-5658430;R-HSA-5672972;R-HSA-5675373;R-HSA-5672973;R-HSA-5672969"
R-HSA-5621481,"C-type lectin receptors (CLRs)",3,203,0.014247613700168445,0.936004828240405,0.936004828240405,4,68,0.0055248618784530384,9606,Homo sapiens,"RPN2;SRC;ICAM2","","R-HSA-5607750;R-HSA-5607731;R-HSA-5621571;R-HSA-5607724"
R-HSA-5419276,"Mitochondrial translation termination",1,94,0.006597417181358787,0.9363030727147241,0.9363030727147241,5,5,4.062398440038999E-4,9606,Homo sapiens,"MRPS15","","R-HSA-5419264;R-HSA-5419281;R-HSA-5419271;R-HSA-5419273;R-HSA-5419277"
R-HSA-5389840,"Mitochondrial translation elongation",1,94,0.006597417181358787,0.9363030727147241,0.9363030727147241,5,8,6.499837504062399E-4,9606,Homo sapiens,"MRPS15","","R-HSA-5389842;R-HSA-5389857;R-HSA-5389848;R-HSA-5419279;R-HSA-5419261"
R-HSA-975871,"MyD88 cascade initiated on plasma membrane",1,94,0.006597417181358787,0.9363030727147241,0.9363030727147241,2,58,0.004712382190445239,9606,Homo sapiens,"RPS6KA2","","R-HSA-199895;R-HSA-198746"
R-HSA-168176,"Toll Like Receptor 5 (TLR5) Cascade",1,94,0.006597417181358787,0.9363030727147241,0.9363030727147241,2,59,0.004793630159246019,9606,Homo sapiens,"RPS6KA2","","R-HSA-199895;R-HSA-198746"
R-HSA-168142,"Toll Like Receptor 10 (TLR10) Cascade",1,94,0.006597417181358787,0.9363030727147241,0.9363030727147241,2,59,0.004793630159246019,9606,Homo sapiens,"RPS6KA2","","R-HSA-199895;R-HSA-198746"
R-HSA-1614635,"Sulfur amino acid metabolism",1,94,0.006597417181358787,0.9363030727147241,0.9363030727147241,1,37,0.0030061748456288594,9606,Homo sapiens,"SLC25A10","","R-HSA-1614546"
R-HSA-196849,"Metabolism of water-soluble vitamins and cofactors",4,254,0.017827063447501405,0.9391170275251219,0.9391170275251219,11,144,0.011699707507312317,9606,Homo sapiens,"PDXK;MTHFD1;NAPRT;ACACB","","R-HSA-964958;R-HSA-197186;R-HSA-4167501;R-HSA-964970;R-HSA-200711;R-HSA-200661;R-HSA-200644;R-HSA-200740;R-HSA-4167511;R-HSA-964962;R-HSA-200718"
R-HSA-5368286,"Mitochondrial translation initiation",1,96,0.00673778775968557,0.9399396313266621,0.9399396313266621,3,4,3.2499187520311994E-4,9606,Homo sapiens,"MRPS15","","R-HSA-5368279;R-HSA-5389849;R-HSA-5389839"
R-HSA-168928,"DDX58/IFIH1-mediated induction of interferon-alpha/beta",1,96,0.00673778775968557,0.9399396313266621,0.9399396313266621,2,46,0.003737406564835879,9606,Homo sapiens,"NLRX1","","R-HSA-936564;R-HSA-168909"
R-HSA-388841,"Costimulation by the CD28 family",1,97,0.0068079730488489615,0.9416794788409815,0.9416794788409815,3,34,0.0027624309392265192,9606,Homo sapiens,"SRC","","R-HSA-388833;R-HSA-388829;R-HSA-388831"
R-HSA-1266738,"Developmental Biology",27,1207,0.08471364402021336,0.9427245257644769,0.9427245257644769,101,511,0.04151771205719857,9606,Homo sapiens,"SEMA7A;CDKN1A;RPN2;HIST1H2BJ;SEMA4D;SRC;HIST1H2BK;RDX;ENAH;NR6A1;RPL36AL;RPS6KA2;HES1;HIST1H3H;HIST1H4I;ITGAV;POLR2I;CKLF;HIST1H2AC","","R-HSA-5617492;R-HSA-3928633;R-HSA-3928639;R-HSA-3928627;R-HSA-3928625;R-HSA-3928631;R-HSA-3928628;R-HSA-3928623;R-HSA-5617484;R-HSA-9634442;R-HSA-5617486;R-HSA-3928615;R-HSA-3928614;R-HSA-5617483;R-HSA-3928602;R-HSA-400677;R-HSA-416546;R-HSA-418850;R-HSA-3928607;R-HSA-3928604;R-HSA-434990;R-HSA-416559;R-HSA-3928594;R-HSA-434989;R-HSA-400682;R-HSA-418858;R-HSA-418859;R-HSA-418856;R-HSA-418868;R-HSA-3928584;R-HSA-416562;R-HSA-418865;R-HSA-419646;R-HSA-418874;R-HSA-3928583;R-HSA-3928580;R-HSA-5617431;R-HSA-8855747;R-HSA-5621010;R-HSA-6810159;R-HSA-376140;R-HSA-6810158;R-HSA-416588;R-HSA-416594;R-HSA-6810161;R-HSA-5617676;R-HSA-5617672;R-HSA-5621002;R-HSA-5617462;R-HSA-8865505;R-HSA-381283;R-HSA-5617471;R-HSA-5617445;R-HSA-3928651;R-HSA-3928648;R-HSA-5617452;R-HSA-3928642;R-HSA-3928641;R-HSA-5617454;R-HSA-3928640;R-HSA-6810139;R-HSA-3928645;R-HSA-5617877;R-HSA-443779;R-HSA-5617874;R-HSA-5617887;R-HSA-374677;R-HSA-1980047;R-HSA-5617862;R-HSA-5617859;R-HSA-210836;R-HSA-5693644;R-HSA-445084;R-HSA-374686;R-HSA-374680;R-HSA-5617867;R-HSA-5617866;R-HSA-9011241;R-HSA-4093336;R-HSA-5617650;R-HSA-445089;R-HSA-5617661;R-HSA-374701;R-HSA-374696;R-HSA-4093327;R-HSA-5617641;R-HSA-5617896;R-HSA-5617642;R-HSA-391866;R-HSA-381377;R-HSA-9622363;R-HSA-9624668;R-HSA-373716;R-HSA-9014610;R-HSA-428534;R-HSA-373748;R-HSA-373750;R-HSA-452338;R-HSA-9014652;R-HSA-373746;R-HSA-9011313"
