NAME,DESCRIPTION,GENE_SYMBOL,GENE_TITLE,SCORE
DOK2,DOK2,null,null,-0.074708596
AL353807.3,AL353807.3,null,null,-0.07471633
MICOS10,MICOS10,null,null,-0.0747187
STX8,STX8,null,null,-0.07473619
CIAPIN1,CIAPIN1,null,null,-0.07474754
SPIB,SPIB,null,null,-0.07477657
BRD9,BRD9,null,null,-0.07478332
BABAM1,BABAM1,null,null,-0.07481653
FBL,FBL,null,null,-0.07482216
MT-TQ,MT-TQ,null,null,-0.07483557
MVB12A,MVB12A,null,null,-0.07486824
AL139095.2,AL139095.2,null,null,-0.07486921
SOD3,SOD3,null,null,-0.07494657
TMEM186,TMEM186,null,null,-0.07497103
CD81-AS1,CD81-AS1,null,null,-0.074988805
AC108488.1,AC108488.1,null,null,-0.07499123
TARSL2,TARSL2,null,null,-0.07511347
FKBP11,FKBP11,null,null,-0.07515581
ABCG1,ABCG1,null,null,-0.07517232
BLVRB,BLVRB,null,null,-0.07519861
SEC61A2,SEC61A2,null,null,-0.07526437
TUBB2B,TUBB2B,null,null,-0.07526513
SLC35B1,SLC35B1,null,null,-0.0752691
B9D2,B9D2,null,null,-0.07537507
GLYCTK,GLYCTK,null,null,-0.07539312
AC093503.2,AC093503.2,null,null,-0.07541822
ATP6V0E1,ATP6V0E1,null,null,-0.07544729
SMG1P4,SMG1P4,null,null,-0.075452045
UBALD1,UBALD1,null,null,-0.07548906
RFXANK,RFXANK,null,null,-0.07549153
RAB34,RAB34,null,null,-0.07552927
KCNN4,KCNN4,null,null,-0.075546056
GAB2,GAB2,null,null,-0.07558504
CBLN3,CBLN3,null,null,-0.07567924
PYM1,PYM1,null,null,-0.07570519
SLC25A39,SLC25A39,null,null,-0.07574869
AKR1A1,AKR1A1,null,null,-0.07578511
TIAF1,TIAF1,null,null,-0.075794816
KYAT1,KYAT1,null,null,-0.07582706
SLC18B1,SLC18B1,null,null,-0.07585734
NUCB1,NUCB1,null,null,-0.07585892
AC005329.3,AC005329.3,null,null,-0.07586961
SLCO4A1-AS1,SLCO4A1-AS1,null,null,-0.07589328
NAGK,NAGK,null,null,-0.07592738
HHLA3,HHLA3,null,null,-0.0759742
ISOC2,ISOC2,null,null,-0.075984575
TCEAL9,TCEAL9,null,null,-0.07599427
AL049795.1,AL049795.1,null,null,-0.07603865
ADGRL2,ADGRL2,null,null,-0.07603898
GSTP1,GSTP1,null,null,-0.07606394
USP11,USP11,null,null,-0.07608125
GPAA1,GPAA1,null,null,-0.07610373
CES4A,CES4A,null,null,-0.07611448
CRY2,CRY2,null,null,-0.0761198
AC010719.1,AC010719.1,null,null,-0.076121226
AC007192.1,AC007192.1,null,null,-0.07615753
CD19,CD19,null,null,-0.07616669
BTN3A3,BTN3A3,null,null,-0.07617375
ANAPC11,ANAPC11,null,null,-0.07619912
CYC1,CYC1,null,null,-0.07622661
FCHO1,FCHO1,null,null,-0.076262586
TUBA1C,TUBA1C,null,null,-0.07627763
BNIP1,BNIP1,null,null,-0.07629257
MINDY1,MINDY1,null,null,-0.07629952
SCLY,SCLY,null,null,-0.07632151
SYNE3,SYNE3,null,null,-0.07632882
AL162231.3,AL162231.3,null,null,-0.076387174
NUDT1,NUDT1,null,null,-0.076421894
SLC25A42,SLC25A42,null,null,-0.07649769
AL671277.1,AL671277.1,null,null,-0.07649788
AC073610.2,AC073610.2,null,null,-0.07650295
AC084018.1,AC084018.1,null,null,-0.07651473
FLNC,FLNC,null,null,-0.07653392
SURF1,SURF1,null,null,-0.076612435
ATOX1,ATOX1,null,null,-0.076633476
ARAF,ARAF,null,null,-0.076654986
THBD,THBD,null,null,-0.07666627
FOXP3,FOXP3,null,null,-0.07668238
RASSF4,RASSF4,null,null,-0.076693326
MKS1,MKS1,null,null,-0.07669427
EXOSC4,EXOSC4,null,null,-0.07671929
FXYD6,FXYD6,null,null,-0.07674843
FGD3,FGD3,null,null,-0.076771885
NME1,NME1,null,null,-0.07684525
SLC22A3,SLC22A3,null,null,-0.07684572
FPGS,FPGS,null,null,-0.0768762
NOP10,NOP10,null,null,-0.0768924
ARMH1,ARMH1,null,null,-0.0769029
SLC37A4,SLC37A4,null,null,-0.07691367
UQCRC1,UQCRC1,null,null,-0.07693922
BAX,BAX,null,null,-0.076971464
MHENCR,MHENCR,null,null,-0.076979406
SLC9A5,SLC9A5,null,null,-0.07698106
PHB,PHB,null,null,-0.0769944
DMAC2,DMAC2,null,null,-0.07703993
SIL1,SIL1,null,null,-0.07711334
UBE2C,UBE2C,null,null,-0.07711642
DGAT2,DGAT2,null,null,-0.07714172
HMGA1,HMGA1,null,null,-0.07714228
RTCB,RTCB,null,null,-0.07717206
SGSH,SGSH,null,null,-0.07717486
TRAPPC6A,TRAPPC6A,null,null,-0.07719211
PTGS1,PTGS1,null,null,-0.07724313
MEPCE,MEPCE,null,null,-0.077267565
IL11RA,IL11RA,null,null,-0.07728607
CD44,CD44,null,null,-0.07732544
IGFBP3,IGFBP3,null,null,-0.07734876
GTF2H4,GTF2H4,null,null,-0.077352725
AL590764.2,AL590764.2,null,null,-0.07743144
HTRA1,HTRA1,null,null,-0.07743411
CALM3,CALM3,null,null,-0.07747862
UBASH3B,UBASH3B,null,null,-0.077481076
GSTO1,GSTO1,null,null,-0.07749361
TPT1-AS1,TPT1-AS1,null,null,-0.077539004
CNTNAP1,CNTNAP1,null,null,-0.07753917
AC087633.2,AC087633.2,null,null,-0.07755728
ARRB1,ARRB1,null,null,-0.0776556
TM4SF1,TM4SF1,null,null,-0.07766284
CLIP3,CLIP3,null,null,-0.07775755
NBL1,NBL1,null,null,-0.077855766
ARHGDIA,ARHGDIA,null,null,-0.0778936
IQSEC1,IQSEC1,null,null,-0.07797241
MTCO3P12,MTCO3P12,null,null,-0.07797611
KLRC3,KLRC3,null,null,-0.077978104
BOLA1,BOLA1,null,null,-0.07802241
DCTPP1,DCTPP1,null,null,-0.07807399
BOP1,BOP1,null,null,-0.078081064
PPP2R1A,PPP2R1A,null,null,-0.07808389
FZD4,FZD4,null,null,-0.078115806
PGP,PGP,null,null,-0.07812583
SNORD36A,SNORD36A,null,null,-0.07815391
IQCH-AS1,IQCH-AS1,null,null,-0.07816282
KIAA1257,KIAA1257,null,null,-0.07817683
AP000812.5,AP000812.5,null,null,-0.07825389
COX5A,COX5A,null,null,-0.078281656
SHFL,SHFL,null,null,-0.07833863
TSPAN10,TSPAN10,null,null,-0.07834418
TCEA2,TCEA2,null,null,-0.078345485
PUDP,PUDP,null,null,-0.07835379
MMP25-AS1,MMP25-AS1,null,null,-0.078460075
ATP6V0B,ATP6V0B,null,null,-0.07846943
AC048341.2,AC048341.2,null,null,-0.078502245
C12orf10,C12orf10,null,null,-0.0785505
SLC9A9,SLC9A9,null,null,-0.078560606
AC004846.2,AC004846.2,null,null,-0.07858337
PPIEL,PPIEL,null,null,-0.07864629
PSME2,PSME2,null,null,-0.07867927
BCL2L12,BCL2L12,null,null,-0.07870755
FAM89B,FAM89B,null,null,-0.078715324
SSBP4,SSBP4,null,null,-0.07874166
HAPLN3,HAPLN3,null,null,-0.07875404
MRPS6,MRPS6,null,null,-0.07875502
AL162258.1,AL162258.1,null,null,-0.07875545
FAM171A1,FAM171A1,null,null,-0.07880916
PSME1,PSME1,null,null,-0.07895933
NDUFS5,NDUFS5,null,null,-0.079037316
GBAP1,GBAP1,null,null,-0.07905475
ASS1,ASS1,null,null,-0.07905905
TVP23A,TVP23A,null,null,-0.07908645
AL441992.1,AL441992.1,null,null,-0.07913425
TSPAN31,TSPAN31,null,null,-0.07913489
AP2S1,AP2S1,null,null,-0.079145536
CPNE5,CPNE5,null,null,-0.07915502
TACO1,TACO1,null,null,-0.07917209
IGSF8,IGSF8,null,null,-0.07921132
CORO6,CORO6,null,null,-0.0792624
WDR77,WDR77,null,null,-0.07927978
ACP6,ACP6,null,null,-0.07928843
TRPM4,TRPM4,null,null,-0.07938535
CHMP2A,CHMP2A,null,null,-0.079407305
LMBR1L,LMBR1L,null,null,-0.07941912
CD248,CD248,null,null,-0.07954575
CEMP1,CEMP1,null,null,-0.07961772
LCMT1-AS1,LCMT1-AS1,null,null,-0.07962712
PIGS,PIGS,null,null,-0.07964843
AC004687.1,AC004687.1,null,null,-0.07965005
DDX11L2,DDX11L2,null,null,-0.07965974
QTRT1,QTRT1,null,null,-0.07967601
TNFRSF1B,TNFRSF1B,null,null,-0.07967944
BRMS1,BRMS1,null,null,-0.07968965
IER5,IER5,null,null,-0.07969439
ZNF672,ZNF672,null,null,-0.07970082
PGAP3,PGAP3,null,null,-0.07971562
AC004691.2,AC004691.2,null,null,-0.0797367
MTFP1,MTFP1,null,null,-0.079741776
HELB,HELB,null,null,-0.07976224
PUSL1,PUSL1,null,null,-0.079763256
AC013489.3,AC013489.3,null,null,-0.07979364
ABLIM3,ABLIM3,null,null,-0.07980852
MRPS33,MRPS33,null,null,-0.07990804
PSAP,PSAP,null,null,-0.07993974
LINC00115,LINC00115,null,null,-0.07998186
AC004241.1,AC004241.1,null,null,-0.08001706
AC004832.6,AC004832.6,null,null,-0.08002902
TENT5C,TENT5C,null,null,-0.080059096
ZNF470,ZNF470,null,null,-0.08010407
EMC10,EMC10,null,null,-0.08016794
PCK2,PCK2,null,null,-0.08016821
MAN2A2,MAN2A2,null,null,-0.08019641
PML,PML,null,null,-0.08021613
KLC3,KLC3,null,null,-0.08023527
DGUOK,DGUOK,null,null,-0.08024729
OST4,OST4,null,null,-0.080266625
LUZP1,LUZP1,null,null,-0.08028597
LINC01311,LINC01311,null,null,-0.08028714
SAMD11,SAMD11,null,null,-0.080288686
CTSH,CTSH,null,null,-0.08029916
AC020909.3,AC020909.3,null,null,-0.08031768
KLHL21,KLHL21,null,null,-0.080398485
ITIH4,ITIH4,null,null,-0.08050951
CD4,CD4,null,null,-0.08053521
BFSP2,BFSP2,null,null,-0.08063137
AURKB,AURKB,null,null,-0.08066649
ERG28,ERG28,null,null,-0.08073591
NME3,NME3,null,null,-0.08084763
LSM2,LSM2,null,null,-0.08085013
HSPA12B,HSPA12B,null,null,-0.080919
C17orf49,C17orf49,null,null,-0.08095702
CDH24,CDH24,null,null,-0.08096783
H2AFX,H2AFX,null,null,-0.081002995
HSPE1,HSPE1,null,null,-0.081024244
AC026271.1,AC026271.1,null,null,-0.081086494
TEX261,TEX261,null,null,-0.081101775
LRRC37A,LRRC37A,null,null,-0.081174135
AL121753.1,AL121753.1,null,null,-0.08118829
AC004832.3,AC004832.3,null,null,-0.08123712
HCP5,HCP5,null,null,-0.081267685
AL021707.5,AL021707.5,null,null,-0.08127737
ATXN7L1,ATXN7L1,null,null,-0.08128012
COA4,COA4,null,null,-0.08128509
MVD,MVD,null,null,-0.08130235
PRMT1,PRMT1,null,null,-0.0813514
ZNRD2,ZNRD2,null,null,-0.08146758
COX6A1,COX6A1,null,null,-0.081499405
MIR3198-2,MIR3198-2,null,null,-0.081527546
CYSLTR1,CYSLTR1,null,null,-0.08152934
SPTBN1,SPTBN1,null,null,-0.08153272
TMED3,TMED3,null,null,-0.081535704
SCAMP3,SCAMP3,null,null,-0.081561044
TRIM21,TRIM21,null,null,-0.08157813
TM9SF1,TM9SF1,null,null,-0.08164578
AC010619.2,AC010619.2,null,null,-0.081780575
RHOC,RHOC,null,null,-0.08183696
KIAA0040,KIAA0040,null,null,-0.0819028
DCXR,DCXR,null,null,-0.08190288
PCLAF,PCLAF,null,null,-0.08192812
HIST1H1C,HIST1H1C,null,null,-0.08205925
FAM110A,FAM110A,null,null,-0.08212402
AC015799.1,AC015799.1,null,null,-0.08214741
CALR,CALR,null,null,-0.082177006
TVP23C-CDRT4,TVP23C-CDRT4,null,null,-0.082206935
RBX1,RBX1,null,null,-0.082209736
PEX11B,PEX11B,null,null,-0.08226548
VPS28,VPS28,null,null,-0.08233709
ARF3,ARF3,null,null,-0.08236602
ASTN2,ASTN2,null,null,-0.08239594
VAV3,VAV3,null,null,-0.08243461
LAGE3,LAGE3,null,null,-0.08245581
DDIT4-AS1,DDIT4-AS1,null,null,-0.082481965
AL020996.1,AL020996.1,null,null,-0.08249984
AL157871.4,AL157871.4,null,null,-0.08252082
FRZB,FRZB,null,null,-0.08254548
AD001527.2,AD001527.2,null,null,-0.08254873
SDF2,SDF2,null,null,-0.082572386
CD63,CD63,null,null,-0.082602516
AP000781.2,AP000781.2,null,null,-0.08261287
AL390195.1,AL390195.1,null,null,-0.082664244
ATP8B2,ATP8B2,null,null,-0.082704306
USB1,USB1,null,null,-0.08275715
CYB561D2,CYB561D2,null,null,-0.082806766
CLYBL,CLYBL,null,null,-0.08281943
GRK5,GRK5,null,null,-0.08286459
GRASP,GRASP,null,null,-0.08287196
LIMD1-AS1,LIMD1-AS1,null,null,-0.0829094
CD2,CD2,null,null,-0.08291008
ATP5MG,ATP5MG,null,null,-0.08292898
CDK4,CDK4,null,null,-0.08298694
ENC1,ENC1,null,null,-0.08302055
ZMIZ2,ZMIZ2,null,null,-0.083022155
ARHGEF3,ARHGEF3,null,null,-0.083033375
CHCHD1,CHCHD1,null,null,-0.08308208
COPS9,COPS9,null,null,-0.08312927
TMEM187,TMEM187,null,null,-0.08313795
CDRT4,CDRT4,null,null,-0.083178565
PIH1D1,PIH1D1,null,null,-0.08322317
WARS,WARS,null,null,-0.0832378
C16orf74,C16orf74,null,null,-0.08324939
AL031777.3,AL031777.3,null,null,-0.083261445
LINC01238,LINC01238,null,null,-0.08328365
ERAL1,ERAL1,null,null,-0.08329363
VAMP8,VAMP8,null,null,-0.0833102
FZD7,FZD7,null,null,-0.08334157
TMCC1-AS1,TMCC1-AS1,null,null,-0.083372846
COPS7A,COPS7A,null,null,-0.08346235
DDX11,DDX11,null,null,-0.0834771
S100A8,S100A8,null,null,-0.08350548
TGFA,TGFA,null,null,-0.0835292
ATP5F1E,ATP5F1E,null,null,-0.08355623
RAMP2,RAMP2,null,null,-0.08355754
HLA-C,HLA-C,null,null,-0.08371455
AC008781.1,AC008781.1,null,null,-0.08372427
IFI30,IFI30,null,null,-0.0837511
TUBA4A,TUBA4A,null,null,-0.08379059
PET100,PET100,null,null,-0.08379538
EIF4EBP3,EIF4EBP3,null,null,-0.083797865
RPN2,RPN2,null,null,-0.08384562
LRRC20,LRRC20,null,null,-0.0838475
CCDC50,CCDC50,null,null,-0.08393582
DST,DST,null,null,-0.084078506
COX7C,COX7C,null,null,-0.084088005
VEGFA,VEGFA,null,null,-0.08413656
SPIN2B,SPIN2B,null,null,-0.08413907
CXCL13,CXCL13,null,null,-0.08414018
CD1C,CD1C,null,null,-0.084142275
IFRD2,IFRD2,null,null,-0.08416237
SCARNA12,SCARNA12,null,null,-0.084204696
SERPINB6,SERPINB6,null,null,-0.0842205
RBM4,RBM4,null,null,-0.084256
AL035458.2,AL035458.2,null,null,-0.084280446
U52112.2,U52112.2,null,null,-0.08431555
TP53I13,TP53I13,null,null,-0.08433971
EMG1,EMG1,null,null,-0.08434446
EDNRB,EDNRB,null,null,-0.08438349
RAB42,RAB42,null,null,-0.08439145
TMEM214,TMEM214,null,null,-0.08441202
FAM234A,FAM234A,null,null,-0.08441959
STX5,STX5,null,null,-0.08446168
AC006538.2,AC006538.2,null,null,-0.084560536
GTF2IP12,GTF2IP12,null,null,-0.08461758
LMO2,LMO2,null,null,-0.08465449
DDIT4,DDIT4,null,null,-0.0846806
TNFRSF4,TNFRSF4,null,null,-0.08469421
CASTOR3,CASTOR3,null,null,-0.0848338
RPP25L,RPP25L,null,null,-0.08486804
CHMP4A,CHMP4A,null,null,-0.08488419
ACY1,ACY1,null,null,-0.084893286
SNRPF,SNRPF,null,null,-0.084907256
MOB3C,MOB3C,null,null,-0.08495013
COMMD1,COMMD1,null,null,-0.08497439
AL031733.2,AL031733.2,null,null,-0.08502488
SIRPB1,SIRPB1,null,null,-0.085026406
AL096870.2,AL096870.2,null,null,-0.08512528
SDK1,SDK1,null,null,-0.085165694
NDUFB11,NDUFB11,null,null,-0.08516834
RPS3AP26,RPS3AP26,null,null,-0.0851742
EVPL,EVPL,null,null,-0.08518542
SNORA3B,SNORA3B,null,null,-0.08520382
CLEC3B,CLEC3B,null,null,-0.085221626
HIST1H2BL,HIST1H2BL,null,null,-0.085278936
AP000251.1,AP000251.1,null,null,-0.085306026
TNFSF14,TNFSF14,null,null,-0.08532757
DOC2GP,DOC2GP,null,null,-0.08534082
IL34,IL34,null,null,-0.08534577
MIR497HG,MIR497HG,null,null,-0.08545027
AC100778.3,AC100778.3,null,null,-0.08546894
YIF1A,YIF1A,null,null,-0.085472204
TOMM34,TOMM34,null,null,-0.08550963
RTL8C,RTL8C,null,null,-0.08554115
NSFL1C,NSFL1C,null,null,-0.08555826
WBP2,WBP2,null,null,-0.08555934
HMGB1P5,HMGB1P5,null,null,-0.08562117
SCAMP2,SCAMP2,null,null,-0.08564251
MOB2,MOB2,null,null,-0.08567465
ADRM1,ADRM1,null,null,-0.08567548
MT-RNR1,MT-RNR1,null,null,-0.08568187
GMFG,GMFG,null,null,-0.0857153
HIST2H2AC,HIST2H2AC,null,null,-0.08571991
CDK2AP2,CDK2AP2,null,null,-0.08583356
TTI1,TTI1,null,null,-0.08586832
SNORA71,SNORA71,null,null,-0.08587784
ABHD4,ABHD4,null,null,-0.085903585
DYNLT1,DYNLT1,null,null,-0.08590833
CD37,CD37,null,null,-0.085974656
FIZ1,FIZ1,null,null,-0.086012945
PAF1,PAF1,null,null,-0.08603026
R3HDM2,R3HDM2,null,null,-0.086079314
ESPNL,ESPNL,null,null,-0.08611998
DPT,DPT,null,null,-0.086284585
CDHR3,CDHR3,null,null,-0.08629355
RPS2P46,RPS2P46,null,null,-0.086329326
CKS1B,CKS1B,null,null,-0.08643933
SAC3D1,SAC3D1,null,null,-0.08645512
CNPPD1,CNPPD1,null,null,-0.08648894
BET1L,BET1L,null,null,-0.086507335
C19orf47,C19orf47,null,null,-0.08653926
HSD17B10,HSD17B10,null,null,-0.08654067
EMC7,EMC7,null,null,-0.08655695
AP002449.1,AP002449.1,null,null,-0.086659886
AC005841.1,AC005841.1,null,null,-0.0866611
TRMT112,TRMT112,null,null,-0.08668829
PSMB4,PSMB4,null,null,-0.08670401
PPIF,PPIF,null,null,-0.086741835
SELENOH,SELENOH,null,null,-0.08678059
RDM1,RDM1,null,null,-0.08688869
OLFML2A,OLFML2A,null,null,-0.08689112
AC004585.1,AC004585.1,null,null,-0.0869641
UQCRHL,UQCRHL,null,null,-0.0870053
HNRNPM,HNRNPM,null,null,-0.087103255
EGR3,EGR3,null,null,-0.08713991
CTTN,CTTN,null,null,-0.08714078
MGST2,MGST2,null,null,-0.087146156
CPLANE2,CPLANE2,null,null,-0.087230265
SLC25A11,SLC25A11,null,null,-0.08723181
TMEM141,TMEM141,null,null,-0.08726869
FABP3,FABP3,null,null,-0.087296374
TRBJ2-1,TRBJ2-1,null,null,-0.08730639
AC006504.5,AC006504.5,null,null,-0.08734884
VPS18,VPS18,null,null,-0.0874582
SNHG11,SNHG11,null,null,-0.08750783
LFNG,LFNG,null,null,-0.087512024
TRAPPC2L,TRAPPC2L,null,null,-0.087538056
LSM6,LSM6,null,null,-0.08755303
HIST1H4H,HIST1H4H,null,null,-0.08756056
NDUFA2,NDUFA2,null,null,-0.08758037
NOL4,NOL4,null,null,-0.08758412
AC104116.1,AC104116.1,null,null,-0.08758916
RAB26,RAB26,null,null,-0.087682776
PITHD1,PITHD1,null,null,-0.08774493
ZNF48,ZNF48,null,null,-0.08776577
RPL21P16,RPL21P16,null,null,-0.087777436
PDRG1,PDRG1,null,null,-0.08778964
SLFN11,SLFN11,null,null,-0.087799676
SMCO4,SMCO4,null,null,-0.087823264
NDUFA1,NDUFA1,null,null,-0.08782699
SH2D3C,SH2D3C,null,null,-0.08784833
CCDC22,CCDC22,null,null,-0.08793939
IGKJ3,IGKJ3,null,null,-0.08800979
GSTA4,GSTA4,null,null,-0.08803089
ATP5MC3,ATP5MC3,null,null,-0.088052765
ANXA6,ANXA6,null,null,-0.08807296
KLK1,KLK1,null,null,-0.0880737
C1R,C1R,null,null,-0.08813053
CAMK1D,CAMK1D,null,null,-0.08828717
CKLF,CKLF,null,null,-0.08834546
EIF4BP3,EIF4BP3,null,null,-0.08843244
TBX19,TBX19,null,null,-0.08844289
NOSIP,NOSIP,null,null,-0.08844831
SYNPO,SYNPO,null,null,-0.088513784
PTCH2,PTCH2,null,null,-0.08853495
AL136295.1,AL136295.1,null,null,-0.08854991
ENGASE,ENGASE,null,null,-0.08862958
GAPDHP1,GAPDHP1,null,null,-0.08870538
TSR2,TSR2,null,null,-0.08873247
EEF1AKNMT,EEF1AKNMT,null,null,-0.08880933
UBL5,UBL5,null,null,-0.088819586
NKG7,NKG7,null,null,-0.08897657
CHEK2,CHEK2,null,null,-0.08898649
BCAP31,BCAP31,null,null,-0.08899587
AL034430.1,AL034430.1,null,null,-0.089076824
GRAMD1C,GRAMD1C,null,null,-0.08908341
AC012651.1,AC012651.1,null,null,-0.08910115
RILPL2,RILPL2,null,null,-0.089142784
AC020909.1,AC020909.1,null,null,-0.089157864
LIFR,LIFR,null,null,-0.08922024
AC069257.3,AC069257.3,null,null,-0.08922955
SF3B4,SF3B4,null,null,-0.08923085
KATNAL2,KATNAL2,null,null,-0.08925529
AC027682.3,AC027682.3,null,null,-0.08936435
KLHL13,KLHL13,null,null,-0.08942236
UBE2M,UBE2M,null,null,-0.0894576
MIR142,MIR142,null,null,-0.08950509
GCDH,GCDH,null,null,-0.08953111
PEF1,PEF1,null,null,-0.089642785
LST1,LST1,null,null,-0.08969842
MRPL55,MRPL55,null,null,-0.089740336
RPRML,RPRML,null,null,-0.08974791
SRPX,SRPX,null,null,-0.089754425
RAB1B,RAB1B,null,null,-0.08989668
AC135050.2,AC135050.2,null,null,-0.08992401
ZNRD1,ZNRD1,null,null,-0.08993806
SOX18,SOX18,null,null,-0.089946166
NLRC5,NLRC5,null,null,-0.089985274
PDE6G,PDE6G,null,null,-0.090027444
C1S,C1S,null,null,-0.090044074
SNORD35A,SNORD35A,null,null,-0.090101585
AARS,AARS,null,null,-0.09011179
GLIPR2,GLIPR2,null,null,-0.09033127
EEF1A1P19,EEF1A1P19,null,null,-0.09038715
MRPL23,MRPL23,null,null,-0.090552896
AP003068.1,AP003068.1,null,null,-0.0905681
ZNF444,ZNF444,null,null,-0.090586275
PIM1,PIM1,null,null,-0.090593845
LCN8,LCN8,null,null,-0.090634
FOLR2,FOLR2,null,null,-0.0907282
AC124016.1,AC124016.1,null,null,-0.09076279
ZNF580,ZNF580,null,null,-0.09076296
PTDSS2,PTDSS2,null,null,-0.09081471
AC021087.4,AC021087.4,null,null,-0.09083852
TMEM229B,TMEM229B,null,null,-0.09089949
ERBB2,ERBB2,null,null,-0.09091953
EPHX1,EPHX1,null,null,-0.09093266
PAPLN,PAPLN,null,null,-0.09105937
INPP1,INPP1,null,null,-0.09113382
BCL2A1,BCL2A1,null,null,-0.09120492
CCND2,CCND2,null,null,-0.09125897
ERGIC3,ERGIC3,null,null,-0.09132098
FADS2,FADS2,null,null,-0.09132191
LINC00926,LINC00926,null,null,-0.091330476
TSPAN7,TSPAN7,null,null,-0.09134163
FHL1,FHL1,null,null,-0.0913452
MIR4647,MIR4647,null,null,-0.09140004
AL391069.2,AL391069.2,null,null,-0.09140295
MFSD3,MFSD3,null,null,-0.09148072
CREM,CREM,null,null,-0.09148157
SQOR,SQOR,null,null,-0.09151283
UBE2SP1,UBE2SP1,null,null,-0.091600426
AL161668.3,AL161668.3,null,null,-0.09160491
SSR4,SSR4,null,null,-0.09166561
CELSR3,CELSR3,null,null,-0.09171236
PIK3R3,PIK3R3,null,null,-0.091740526
PTGES2,PTGES2,null,null,-0.09185116
PSMB3,PSMB3,null,null,-0.091893174
U2AF1L4,U2AF1L4,null,null,-0.091902256
SMIM12,SMIM12,null,null,-0.09191317
AIF1,AIF1,null,null,-0.09193073
A2M-AS1,A2M-AS1,null,null,-0.09197741
CCL11,CCL11,null,null,-0.09203168
TYMP,TYMP,null,null,-0.09205091
TTC39C,TTC39C,null,null,-0.0920594
IFI44,IFI44,null,null,-0.092137806
SAMD14,SAMD14,null,null,-0.09217601
SEMA4D,SEMA4D,null,null,-0.09229527
VCAM1,VCAM1,null,null,-0.09233219
PTPN1,PTPN1,null,null,-0.092333585
AC091564.4,AC091564.4,null,null,-0.092432246
CD6,CD6,null,null,-0.0925631
PAAF1,PAAF1,null,null,-0.09256364
AC125611.3,AC125611.3,null,null,-0.09257352
AC093525.1,AC093525.1,null,null,-0.09261685
SEC61B,SEC61B,null,null,-0.092647225
FBLN1,FBLN1,null,null,-0.09268152
TCF7,TCF7,null,null,-0.0927039
ABHD17C,ABHD17C,null,null,-0.09279784
ALG3,ALG3,null,null,-0.09293253
RPL7P9,RPL7P9,null,null,-0.09299449
COMTD1,COMTD1,null,null,-0.093052395
SIGLEC1,SIGLEC1,null,null,-0.09311588
S100A1,S100A1,null,null,-0.09312111
MFSD5,MFSD5,null,null,-0.09314409
IRF4,IRF4,null,null,-0.09316531
SPRYD3,SPRYD3,null,null,-0.09317596
HSPB6,HSPB6,null,null,-0.09326722
SLC1A5,SLC1A5,null,null,-0.093271986
MRPL11,MRPL11,null,null,-0.0933234
CR559946.1,CR559946.1,null,null,-0.09346424
SLC15A3,SLC15A3,null,null,-0.09350989
GALT,GALT,null,null,-0.09353289
LINC01250,LINC01250,null,null,-0.09354076
UBXN1,UBXN1,null,null,-0.09363867
SNHG9,SNHG9,null,null,-0.09369411
LSMEM2,LSMEM2,null,null,-0.09376937
ELOVL1,ELOVL1,null,null,-0.09385173
C12orf60,C12orf60,null,null,-0.09393144
DPAGT1,DPAGT1,null,null,-0.09405178
ATP6V1F,ATP6V1F,null,null,-0.094076626
ROBO1,ROBO1,null,null,-0.09411907
AC005833.1,AC005833.1,null,null,-0.094138764
RRAS2,RRAS2,null,null,-0.094281696
YBX1P10,YBX1P10,null,null,-0.09429826
RBM14-RBM4,RBM14-RBM4,null,null,-0.09433246
NXT1,NXT1,null,null,-0.09439808
PES1,PES1,null,null,-0.09441277
AC011405.1,AC011405.1,null,null,-0.09444702
STX1A,STX1A,null,null,-0.09452039
NDUFAF8,NDUFAF8,null,null,-0.094562806
AC025164.1,AC025164.1,null,null,-0.09465346
CALCOCO1,CALCOCO1,null,null,-0.094707586
CRNDE,CRNDE,null,null,-0.094752476
AC026403.1,AC026403.1,null,null,-0.09479734
SP140,SP140,null,null,-0.09486458
URM1,URM1,null,null,-0.09489429
NDUFA11,NDUFA11,null,null,-0.09494095
IFI27L2,IFI27L2,null,null,-0.09494708
TCTEX1D2,TCTEX1D2,null,null,-0.09495993
MANBAL,MANBAL,null,null,-0.09500413
RAPGEF3,RAPGEF3,null,null,-0.09501041
WDR13,WDR13,null,null,-0.09501287
SNRPG,SNRPG,null,null,-0.09508572
MLKL,MLKL,null,null,-0.09517131
BCAM,BCAM,null,null,-0.09519013
S100A9,S100A9,null,null,-0.09521779
AC087289.2,AC087289.2,null,null,-0.09522347
NCS1,NCS1,null,null,-0.09525501
MRPS12,MRPS12,null,null,-0.09530522
ZNF558,ZNF558,null,null,-0.095391266
HECTD3,HECTD3,null,null,-0.0954388
SHANK2,SHANK2,null,null,-0.095537126
COPRS,COPRS,null,null,-0.095648326
RANGAP1,RANGAP1,null,null,-0.095768444
CD79A,CD79A,null,null,-0.0958279
CR559946.2,CR559946.2,null,null,-0.09585661
SAMD12,SAMD12,null,null,-0.09585686
SLC9A3R2,SLC9A3R2,null,null,-0.09586688
STRA6,STRA6,null,null,-0.09589289
EPHA1,EPHA1,null,null,-0.09595296
PIGV,PIGV,null,null,-0.09596692
RHOG,RHOG,null,null,-0.09613933
RNA5SP244,RNA5SP244,null,null,-0.09614369
